Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
14.59,79.36,8.73,0.35,5.6,76,2005,307,0.83,25.54,1.33,28.39,Light Black
14.59,79.35,8.83,0.41,3.09,137,2833,659,0.47,8.6,1.3,14.57,Groundnut
14.55,79.36,8.85,0.47,11.83,105,2302,426,1.13,58.19,1.84,30.1,Groundnut
14.58,79.36,8.52,0.41,18.13,142,2648,380,0.75,25.97,1.93,18.49,Tomato
13.88,78.79,6.64,0.07,50.6,101,496,166,1.86,10.28,1.08,11.13,Tomato
13.86,78.78,6.9,0.07,30.35,48,736,119,1.26,3.42,0.55,5.45,Tomato
13.86,78.78,6.88,0.07,22.61,51,843,131,0.43,4.18,0.57,6.4,Groundnut
13.88,78.79,6.95,0.07,29.52,53,874,138,0.53,4.38,0.59,7.23,Tomato
13.88,78.79,7.3,0.06,19.3,99,507,130,0.68,9.69,0.67,7.03,Groundnut
13.89,78.79,6.85,0.05,26.94,74,735,195,0.73,8.58,0.83,6.08,Groundnut
13.88,78.79,7.3,0.07,20.08,87,876,224,1.12,4.74,1.19,6.99,Groundnut
13.88,78.79,7.45,0.08,16.93,131,1061,262,0.64,2.67,0.76,5.86,Groundnut
13.89,78.79,7.78,0.14,52.25,142,1901,337,1.22,3.3,1.2,10.36,Tomato
13.88,78.79,5.85,0.03,13.07,88,418,134,0.81,13.09,0.44,9.51,Groundnut
13.86,78.78,5.92,0.02,8.62,107,373,111,0.57,13.16,0.64,10.35,Groundnut
13.88,78.79,5.6,0.05,7.06,81,402,124,0.74,14.65,0.67,12.11,Tomato
13.86,78.78,8.21,0.09,11.39,89,2751,331,0.34,3.93,1.3,5.08,Tomato
13.87,78.77,7.02,0.12,86.82,261,1743,580,4.17,41.0,2.93,22.18,Tomato
13.88,78.79,7.27,0.09,34.98,128,585,187,1.82,4.09,1.08,7.45,Tomato
13.86,78.78,7.36,0.05,21.0,62,447,159,0.44,3.73,0.61,6.89,Tomato
13.87,78.77,5.95,0.02,7.83,69,368,107,0.41,10.72,0.57,12.33,Tomato
13.89,78.79,6.71,0.05,23.13,104,1533,366,0.66,6.93,1.05,13.46,Tomato
13.88,78.79,5.66,0.03,12.46,116,364,119,0.78,18.25,0.61,13.39,Tomato
13.86,78.78,8.11,0.1,17.84,126,1026,261,1.95,2.93,1.48,6.65,Tomato
14.52,79.24,8.75,0.2,22.26,188,1859,839,1.03,6.57,1.01,1.55,Mango
14.54,79.26,6.16,0.11,16.07,69,502,118,0.54,11.67,0.53,14.94,Groundnut
14.54,79.26,5.62,0.07,10.81,56,318,98,0.39,13.77,0.58,12.16,Groundnut
14.54,79.26,5.53,0.06,11.67,57,303,94,0.4,14.13,0.58,12.49,Groundnut
14.54,79.26,6.25,0.08,3.3,66,812,136,0.26,7.78,0.65,16.4,Groundnut
14.54,79.26,7.65,0.09,3.48,53,801,236,0.22,4.68,0.76,8.84,Groundnut
14.54,79.25,6.71,0.11,54.87,145,509,239,1.63,10.14,2.98,10.04,Tomato
14.54,79.26,6.23,0.09,12.63,64,320,93,0.71,7.8,0.58,16.75,Groundnut
14.52,79.23,8.43,0.15,49.6,62,564,366,0.31,3.49,0.69,3.16,Groundnut
14.52,79.24,8.32,0.09,1.83,103,1893,473,0.12,2.18,0.93,2.47,Groundnut
14.54,79.25,8.07,0.08,15.37,99,596,242,0.55,3.58,0.86,4.73,Groundnut
14.53,79.24,8.2,0.1,18.12,59,1009,241,0.31,4.75,0.64,5.33,Groundnut
14.54,79.25,5.44,0.15,15.37,98,309,117,0.87,15.13,0.64,10.1,Groundnut
14.52,79.26,7.95,0.09,5.28,59,983,243,0.19,2.97,0.63,5.54,Groundnut
14.52,79.28,7.11,0.05,16.27,57,485,102,0.38,7.66,0.42,3.14,Groundnut
14.52,79.28,7.53,0.08,1.3,67,275,160,0.18,3.15,0.52,6.84,Groundnut
14.54,79.25,7.03,0.06,7.89,50,283,125,0.4,5.04,0.68,10.68,Groundnut
14.54,79.24,7.68,0.19,29.66,241,873,183,0.73,4.09,0.77,6.54,Groundnut
14.54,79.25,6.7,0.05,17.22,61,508,175,0.42,9.84,0.66,7.07,Groundnut
14.52,79.27,8.76,0.14,16.2,84,512,130,0.76,2.5,0.39,3.33,Groundnut
14.54,79.25,6.12,0.15,30.15,110,276,100,1.56,16.9,0.56,18.87,Groundnut
14.54,79.26,7.77,0.6,27.4,165,2002,352,0.61,3.05,0.72,15.12,Groundnut
14.52,79.24,7.97,0.09,14.9,86,700,188,0.4,2.04,0.33,4.26,Groundnut
14.47,79.24,7.98,0.11,10.99,149,894,420,0.67,5.28,1.02,43.48,Groundnut
14.34,79.24,7.58,0.08,37.41,57,710,284,0.44,9.16,0.98,8.83,Groundnut
14.34,79.24,8.17,0.06,10.66,36,739,310,1.21,4.47,0.96,10.26,Mango
14.34,79.23,8.15,0.11,11.42,114,1526,459,0.7,5.22,0.96,10.86,Groundnut
14.34,79.24,7.02,0.09,20.78,101,806,241,1.69,7.38,1.4,17.56,Tomato
14.48,79.25,6.81,0.05,16.31,109,378,149,0.63,10.17,0.75,8.01,Tomato
14.47,79.25,6.42,0.18,10.84,219,265,81,1.08,8.34,0.55,13.0,Cowpea
14.34,79.23,5.62,0.04,31.07,37,277,92,0.85,14.9,1.08,14.78,Groundnut
14.34,79.23,8.1,0.06,15.0,30,450,151,0.63,3.47,0.49,10.7,Groundnut
14.47,79.24,5.16,0.04,32.1,48,320,81,0.97,22.13,1.08,20.37,Cowpea
14.45,79.24,5.45,0.06,28.57,81,238,74,1.16,19.91,0.88,15.17,Groundnut
14.45,79.24,5.6,0.03,14.4,32,351,87,0.86,16.01,0.87,14.58,Groundnut
14.46,79.24,8.15,0.08,5.54,52,1878,220,0.28,6.08,1.24,7.24,Cowpea
14.47,79.24,6.53,0.05,13.97,43,664,170,0.64,13.48,1.04,13.51,Cowpea
14.46,79.24,6.4,0.05,22.03,89,363,136,1.06,9.98,1.08,15.26,Groundnut
14.17,79.35,8.65,0.62,12.27,51,873,522,0.68,9.37,1.15,2.58,Horsegram
14.17,79.37,8.66,0.59,11.9,48,874,525,0.95,9.18,1.22,2.39,Horsegram
14.17,79.36,8.36,0.21,18.77,184,2052,636,0.81,7.92,1.14,6.55,Horsegram
14.17,79.34,9.27,1.08,10.76,144,1673,466,3.08,23.48,1.71,15.6,Groundnut
14.17,79.34,8.18,0.36,33.29,122,1499,660,0.35,9.07,1.59,5.89,Groundnut
14.15,79.35,7.95,0.75,15.75,111,2134,478,0.49,10.75,2.12,8.36,Horsegram
14.18,79.35,8.65,0.29,13.38,142,1850,415,0.56,11.22,1.53,5.27,Groundnut
14.18,79.36,7.5,0.08,9.8,59,313,207,0.38,4.19,0.88,7.78,Horsegram
14.18,79.36,8.4,0.48,14.64,93,1828,474,4.02,22.71,2.61,3.09,Mango
14.18,79.36,8.55,0.28,31.41,111,1944,469,1.05,25.42,3.2,3.51,Horsegram
14.18,79.35,9.38,0.44,10.13,144,1654,395,0.92,9.7,1.41,3.52,Mango
14.15,79.35,9.38,0.05,15.43,61,686,388,0.27,13.56,1.11,10.66,Horsegram
14.17,79.38,6.38,1.79,41.6,74,888,328,0.51,1.3,0.57,2.07,Groundnut
14.15,79.35,8.5,0.42,85.06,97,915,376,2.28,4.25,1.08,8.18,Mango
14.1,79.36,7.98,0.26,23.21,147,1795,349,0.58,10.02,1.94,5.05,Mango
14.09,79.35,8.12,0.07,21.33,93,744,365,0.43,2.45,0.91,6.14,Horsegram
14.09,79.35,8.2,0.17,20.01,197,1455,843,1.13,5.01,0.86,5.85,Horsegram
14.09,79.35,8.42,0.15,4.25,92,2356,553,0.15,2.84,0.55,6.24,Groundnut
14.09,79.36,8.25,0.2,40.25,76,1409,631,0.67,10.96,2.0,3.68,Groundnut
14.11,79.36,8.47,0.18,21.63,90,1059,210,0.49,2.15,0.57,4.42,Groundnut
14.1,79.35,8.76,1.16,33.76,171,1692,440,3.27,27.11,1.71,5.66,Horsegram
14.1,79.35,8.55,0.39,10.37,175,2088,466,0.79,13.75,1.45,5.19,Groundnut
14.09,79.36,8.51,0.93,14.97,151,1861,439,0.66,7.16,1.24,1.82,Mango
14.15,79.38,8.91,1.09,14.69,61,1347,273,1.36,8.41,1.26,3.38,Horsegram
14.15,79.41,7.12,0.08,3.8,140,549,147,0.72,6.55,0.99,18.78,Groundnut
14.15,79.39,7.01,0.09,4.83,124,510,130,0.75,6.38,1.02,22.79,Mango
14.15,79.4,7.72,0.07,13.08,103,697,243,1.16,4.81,1.24,16.14,Horsegram
14.15,79.37,7.7,0.08,13.75,104,715,250,1.2,4.59,1.33,17.76,Horsegram
14.17,79.37,7.61,0.07,13.48,99,693,248,1.14,4.54,1.25,15.18,Mango
14.14,79.37,8.61,0.12,4.62,94,1385,214,0.39,1.86,0.47,5.24,Groundnut
14.16,79.37,5.78,0.04,5.78,100,455,125,0.9,18.77,2.02,30.61,Groundnut
14.16,79.39,5.8,0.04,5.79,101,487,134,0.88,17.64,1.93,29.9,Groundnut
14.18,79.38,6.41,0.05,2.7,90,436,105,0.49,7.96,1.21,18.05,Groundnut
14.15,79.39,6.42,0.04,2.74,96,477,109,0.46,7.76,1.11,17.81,Groundnut
14.15,79.39,7.82,0.18,28.42,144,962,286,1.91,4.8,1.25,35.32,Horsegram
14.18,79.37,7.82,0.21,30.7,141,1081,308,2.08,5.27,1.31,23.5,Mango
14.18,79.38,7.95,0.28,53.13,121,1436,370,2.29,5.91,1.37,18.62,Groundnut
14.17,79.37,8.5,0.12,6.4,110,1621,240,0.41,2.08,0.53,7.61,Horsegram
14.17,79.38,8.4,0.11,5.77,113,1569,231,0.43,2.14,0.8,7.66,Groundnut
14.18,79.38,8.41,0.1,5.31,115,1578,235,0.83,1.92,0.55,9.76,Horsegram
14.18,79.37,8.46,0.1,5.03,114,1635,240,0.45,1.85,0.53,7.63,Groundnut
14.18,79.36,8.54,0.12,5.4,107,1582,233,0.42,1.87,0.47,6.19,Horsegram
14.17,79.38,8.37,0.11,5.12,113,1564,234,0.44,2.17,0.57,9.14,Horsegram
14.15,79.39,8.65,0.13,5.11,109,1587,227,0.4,1.65,0.51,7.1,Mango
14.16,79.37,8.55,0.11,5.16,114,1721,251,0.4,1.63,0.47,7.3,Mango
14.14,79.4,5.98,0.04,5.26,100,497,140,0.88,15.62,1.87,28.3,Groundnut
14.15,79.4,8.53,0.11,5.4,114,1643,234,0.41,1.64,0.52,6.92,Groundnut
14.18,79.38,8.45,0.12,4.58,114,1646,240,0.4,1.48,0.49,6.42,Horsegram
14.14,79.38,8.33,0.11,4.51,113,1662,252,0.39,1.32,0.45,6.99,Horsegram
14.11,78.9,8.44,0.24,12.92,236,3269,695,0.38,4.09,1.58,13.24,Groundnut
14.1,78.85,6.03,0.07,23.15,127,824,348,0.73,16.45,2.52,22.22,Groundnut
14.1,78.89,7.0,0.07,3.62,135,1677,391,0.47,7.16,2.03,22.73,Horsegram
14.17,78.87,8.25,0.5,12.47,147,2907,804,0.59,12.23,2.32,10.74,Horsegram
14.13,78.86,8.37,0.34,27.55,280,3034,671,0.48,4.16,1.36,15.88,Horsegram
14.1,78.89,8.46,0.11,5.74,109,1577,228,0.44,1.61,0.54,7.01,Horsegram
14.1,78.9,8.4,0.11,5.45,113,1561,232,0.4,1.81,0.54,7.83,Mango
14.1,78.9,8.47,0.11,4.91,114,1628,244,0.41,1.81,0.52,6.75,Mango
14.13,78.86,8.35,0.1,4.74,115,1550,233,0.43,1.95,0.56,8.73,Groundnut
14.17,78.87,6.4,0.04,2.5,70,576,150,0.21,8.9,1.19,11.35,Mango
14.16,78.87,5.25,0.04,2.23,54,248,38,0.17,18.1,0.53,7.99,Groundnut
14.17,78.87,6.18,0.15,12.18,103,897,189,0.47,3.45,1.45,8.18,Groundnut
14.14,78.86,7.92,0.06,5.37,63,883,95,0.24,2.77,0.78,4.84,Horsegram
14.13,78.86,4.61,0.05,2.33,50,149,30,0.5,19.95,0.42,5.77,Groundnut
14.13,78.87,5.66,0.03,3.15,63,455,121,0.17,9.62,0.97,13.65,Groundnut
14.17,78.87,8.15,0.06,0.91,59,948,77,0.18,4.21,1.19,4.76,Mango
14.13,78.87,7.95,0.18,16.11,118,942,243,0.53,4.27,2.32,8.97,Groundnut
14.17,78.87,7.98,0.06,10.01,82,828,131,0.41,2.42,0.62,6.42,Groundnut
14.17,78.87,6.88,0.06,2.08,81,690,170,0.29,8.27,1.5,8.47,Mango
14.13,78.86,9.05,0.24,6.47,195,2264,385,0.23,3.99,1.09,4.88,Horsegram
14.17,78.87,9.05,0.26,3.74,147,1978,350,0.26,3.36,0.8,5.0,Horsegram
14.13,78.86,7.98,0.28,15.42,183,1881,290,1.84,9.83,1.82,13.17,Mango
14.17,78.87,9.17,0.55,8.23,143,2022,491,1.13,12.23,1.51,5.0,Groundnut
14.16,78.87,7.35,0.19,3.11,100,866,181,0.59,7.58,1.16,18.39,Groundnut
14.14,78.86,8.13,0.16,22.9,225,1960,301,2.11,8.53,1.7,9.45,Groundnut
14.12,78.86,5.98,0.08,2.5,102,483,144,0.55,9.11,1.21,21.04,Groundnut
14.13,78.87,8.71,0.84,10.34,137,2017,469,1.55,17.42,1.97,8.07,Horsegram
14.11,78.89,7.65,0.08,3.17,127,863,243,0.21,3.07,0.55,6.88,Horsegram
14.11,78.9,9.41,0.04,1.09,159,2129,573,0.11,2.23,0.55,1.6,Horsegram
14.11,78.9,8.43,0.13,7.83,223,2131,327,0.32,5.98,1.47,8.03,Mango
16.71,80.55,8.04,0.29,12.14,98,4662,490,0.34,6.23,1.77,15.2,Cotton
16.7,80.55,7.98,0.56,25.06,222,3669,558,0.98,3.7,1.06,11.12,Chilli
16.71,80.55,8.08,0.42,10.05,160,5107,1453,0.51,10.85,2.37,22.73,Vegetables
16.71,80.55,8.11,0.46,12.75,231,4812,1605,0.55,9.48,2.04,26.57,Vegetables
16.71,80.61,8.54,0.21,3.51,179,5183,1229,0.35,4.19,1.09,7.12,Cotton
16.69,80.6,8.48,0.39,4.55,146,4507,779,0.9,4.85,1.26,10.6,Cotton
16.7,80.61,8.07,0.25,6.22,199,5593,1199,0.33,3.71,1.06,8.45,Cotton
16.7,80.61,7.93,0.57,25.75,198,4309,1227,0.81,30.56,3.28,7.71,Cotton
16.7,80.61,7.6,0.16,18.01,164,2732,603,0.54,5.26,2.34,15.22,Cotton
16.71,80.6,8.76,0.38,4.7,146,3519,949,0.33,6.34,1.66,9.91,Cotton
16.71,80.6,8.41,0.7,10.66,276,3958,966,0.49,7.11,1.77,21.2,Cotton
16.7,80.6,7.85,0.2,20.2,151,2907,856,0.75,4.03,3.53,13.43,Cotton
16.72,80.6,7.8,0.24,9.99,104,4560,503,0.26,4.73,1.55,9.04,Cotton
16.7,80.61,8.3,0.28,9.78,110,2641,384,0.3,8.79,2.32,19.01,Cotton
16.69,80.59,8.21,0.39,13.22,179,2668,359,0.51,3.92,1.26,13.54,Cotton
16.7,80.59,8.5,0.26,12.39,124,2745,364,0.46,4.82,1.33,11.25,Cotton
16.68,80.58,7.77,0.17,9.76,178,2412,251,1.34,6.3,1.17,19.96,Cotton
16.68,80.58,8.4,1.08,32.91,252,2524,1311,0.73,31.37,3.0,13.79,Cotton
16.68,80.58,7.87,0.43,17.02,112,1955,459,0.6,5.87,1.82,20.59,Cotton
16.68,80.58,7.91,0.45,13.87,270,6689,1028,0.49,3.83,1.42,24.02,Cotton
16.68,80.58,7.84,0.26,8.9,165,5840,574,0.48,3.87,1.31,12.8,Cotton
16.68,80.58,8.27,0.18,3.42,90,5120,1027,0.26,2.5,1.69,12.68,Cotton
16.67,80.58,8.1,0.19,5.79,115,7140,379,0.39,2.89,1.34,7.89,Cotton
16.68,80.56,8.35,0.24,16.64,199,4690,1229,0.44,2.26,1.48,15.04,cotton
16.68,80.56,8.57,0.19,11.73,239,4300,1553,1.3,4.94,2.11,15.62,cotton
16.68,80.56,8.6,0.15,6.65,162,4685,1398,0.24,5.28,1.24,12.66,cotton
16.68,80.56,8.4,0.21,14.91,190,3231,762,0.66,1.8,1.08,11.0,chill
16.68,80.56,8.65,0.21,4.05,81,3172,753,0.24,1.64,0.98,9.88,Vegetables
16.68,80.55,8.25,0.41,9.75,237,4697,1623,0.34,6.98,1.48,23.18,Vegetables
16.68,80.63,8.46,0.38,12.05,157,3868,636,0.56,4.0,1.82,23.2,cotton
16.69,80.56,8.55,0.19,10.21,136,4385,1068,0.28,1.4,1.23,10.9,cotton
16.69,80.56,8.7,0.32,12.64,133,4658,1615,1.26,3.26,1.5,20.1,Vegetables
16.69,80.56,8.42,0.2,7.08,171,4253,511,0.18,1.9,0.89,9.4,Cotton
16.73,80.62,8.16,0.29,25.5,169,825,928,0.76,3.75,1.23,13.91,Paddy
16.73,80.62,8.45,0.74,32.19,121,635,740,0.56,6.75,1.21,13.22,Paddy
16.72,80.62,8.35,0.3,5.68,132,4336,1089,0.33,4.21,1.66,10.34,Cotton
16.73,80.62,8.32,0.38,4.94,129,2135,496,0.47,7.38,1.43,10.47,Cotton
16.73,80.62,7.83,0.47,38.06,249,797,665,0.66,6.56,1.42,28.26,Cotton
16.73,80.62,8.1,0.29,23.0,257,1685,1205,1.42,4.76,2.2,8.96,Cotton
16.74,80.62,8.19,0.25,8.98,190,2020,784,0.48,2.71,2.79,10.85,Cotton
16.74,80.61,8.4,0.28,10.05,159,3672,1297,0.47,3.55,1.45,10.0,Cotton
16.73,80.62,8.2,0.46,39.55,196,1123,690,0.99,4.47,1.41,9.1,Cotton
16.74,80.62,8.46,0.26,15.13,146,2315,767,0.87,4.62,1.8,10.93,Cotton
16.73,80.62,7.95,0.34,28.41,152,1013,734,0.77,6.45,1.78,24.29,Cotton
16.74,80.62,8.24,0.22,10.85,254,1286,699,2.23,10.69,3.18,23.15,Cotton
16.67,80.62,8.24,0.39,9.68,135,2252,592,0.51,19.61,2.8,12.67,Cotton
16.63,80.59,7.97,0.56,11.97,248,3658,1612,0.75,7.28,2.28,9.88,Chilli
16.62,80.59,7.85,1.16,28.56,256,6265,1712,1.21,30.29,3.96,14.87,Cotton
16.63,80.59,7.86,3.7,34.75,1572,4310,1574,1.0,30.47,5.44,14.52,Cotton
16.62,80.59,8.31,0.21,9.08,180,6888,1573,0.54,4.97,1.36,7.3,Cotton
16.63,80.59,8.32,0.36,16.24,186,3300,578,0.57,8.83,1.83,14.74,Paddy
16.62,80.59,7.85,0.64,49.91,207,4008,1178,2.51,88.88,7.08,28.4,Cotton
16.63,80.59,7.73,0.88,56.99,568,5986,1986,1.09,33.56,5.37,15.66,Paddy
16.63,80.59,7.85,0.31,12.53,174,3388,668,0.47,6.04,1.55,13.23,Cotton
16.62,80.59,7.83,5.62,28.33,1386,3360,1376,0.98,28.76,4.38,12.89,Cotton
16.62,80.59,8.28,0.49,17.71,200,6623,1180,0.58,4.84,1.38,11.8,Cotton
16.62,80.6,8.15,0.37,9.6,108,3102,497,0.42,4.89,1.43,9.8,Cotton
16.63,80.59,8.17,0.61,10.99,245,5609,1578,0.81,11.02,2.73,9.09,Cotton
16.64,80.6,8.1,0.62,16.66,243,4682,1149,1.07,8.01,3.14,8.88,Cotton
16.64,80.59,8.2,0.84,19.85,198,5463,1745,0.58,18.72,2.72,9.92,Cotton
16.64,80.6,7.8,0.53,21.25,243,4105,1258,0.7,41.85,4.56,13.53,Cotton
16.64,80.59,7.28,1.98,49.66,413,3038,770,1.03,7.42,1.83,29.07,Chilli
16.63,80.6,7.98,0.61,35.5,284,3418,704,1.36,7.18,2.18,13.71,Cotton
16.63,80.61,6.98,1.42,68.92,617,4633,1338,1.48,7.67,3.02,49.74,Chilli
16.63,80.6,7.55,20.3,12.7,218,8153,2600,0.9,5.49,2.67,21.64,Cotton
16.72,80.54,8.34,0.37,44.86,325,4266,1994,0.46,18.54,0.03,22.62,Chilli
16.72,80.54,8.94,0.41,37.17,134,2714,985,0.4,39.94,3.19,14.62,Chilli
16.72,80.54,8.08,0.26,23.81,248,2592,536,1.38,7.94,2.43,21.96,Vegetable
16.72,80.54,8.13,0.35,23.77,136,1924,384,0.58,5.78,1.89,19.62,Vegetable
16.66,80.58,8.56,0.17,11.25,169,5009,1295,0.18,3.16,0.92,11.64,Vegetables
16.66,80.58,8.24,0.78,38.04,149,3261,1335,0.76,27.06,2.96,9.36,Vegetables
16.66,80.58,8.43,0.26,15.87,169,3282,931,1.2,4.48,2.04,18.42,Cotton
16.68,80.58,8.95,0.23,9.19,97,3322,876,0.26,6.42,1.86,13.56,Cotton
16.66,80.58,8.66,0.27,12.43,158,4838,1318,0.18,3.82,1.19,11.2,Cotton
16.67,80.59,9.09,0.31,4.35,106,4491,1279,0.2,1.72,0.83,8.68,Paddy
16.66,80.59,8.19,0.51,15.61,133,2940,612,0.34,10.72,1.93,21.52,Cotton
16.63,80.61,7.02,0.68,31.27,214,2368,807,1.34,98.5,5.04,46.62,Cotton
16.73,80.62,8.13,0.18,3.27,140,5953,876,0.27,4.64,1.28,8.65,Cotton
16.72,80.61,8.2,0.16,1.36,106,4195,615,0.2,7.07,1.58,9.14,Cotton
16.73,80.62,7.52,1.2,15.82,290,4464,894,0.62,9.32,2.13,34.83,Cotton
16.72,80.61,8.05,0.47,6.44,182,4473,819,0.33,6.7,1.4,11.54,Cotton
16.72,80.61,7.95,0.13,7.57,124,3719,419,0.4,9.59,1.96,13.22,Cotton
16.72,80.62,8.0,0.15,10.99,158,3182,304,0.48,4.6,1.51,13.92,Paddy
16.72,80.62,8.26,0.31,10.58,133,3592,668,0.47,8.69,1.85,15.94,Cotton
16.73,80.62,8.3,0.16,8.35,122,3894,598,0.35,8.89,1.79,11.01,Paddy
16.72,80.62,8.59,0.23,6.09,183,4134,1072,0.34,21.76,3.04,12.43,Cotton
16.72,80.62,8.71,0.37,11.86,109,3344,889,0.49,22.5,3.4,10.11,Cotton
16.72,80.61,8.5,0.28,14.04,269,5156,1646,0.35,8.5,2.38,10.88,Cotton
16.72,80.61,8.73,0.53,8.15,141,3330,1009,0.83,11.04,2.27,12.42,Cotton
16.72,80.61,8.58,0.42,30.28,154,3184,1032,1.41,29.83,3.84,12.31,Cotton
16.72,80.61,8.33,0.26,7.85,239,4599,990,0.33,3.5,1.44,9.81,Paddy
16.72,80.61,7.26,0.11,25.85,286,1424,165,0.85,5.75,2.02,17.54,Cotton
16.22,80.88,7.88,0.44,8.62,138,6659,1827,0.72,28.36,9.62,9.66,Black gram
16.22,80.88,7.78,0.43,9.3,135,6927,2096,0.52,26.88,9.08,14.56,Black gram
16.22,80.88,7.65,1.26,13.26,167,6570,1871,1.78,39.34,12.26,22.6,Maize
16.22,80.88,7.6,1.19,17.61,196,6467,1894,1.4,41.66,11.54,26.12,Black gram
16.22,80.88,8.0,0.56,43.82,246,4020,843,1.08,41.46,6.58,14.74,Black gram
16.22,80.87,7.76,1.08,13.09,158,6333,1943,0.5,20.32,5.3,20.06,Black gram
16.22,80.88,8.17,0.68,12.76,102,4343,877,0.38,39.24,5.48,12.62,Maize
16.22,80.87,8.2,0.81,9.22,82,3064,442,0.2,15.82,2.22,11.84,Black gram
16.22,80.88,8.13,2.21,34.54,169,4249,973,1.24,31.24,8.0,22.46,Black gram
16.22,80.88,7.98,0.67,35.9,154,4704,947,0.9,38.06,8.5,20.02,Black gram
16.22,80.88,7.71,0.73,19.38,161,6514,2003,1.24,40.94,10.6,12.64,Black gram
16.23,80.88,7.95,0.61,17.22,220,9217,3730,0.94,32.1,11.38,21.66,Black gram
16.17,80.91,6.71,0.69,33.91,130,5088,1584,1.6,89.6,13.75,34.36,PULSE
16.17,80.91,7.26,1.13,25.52,88,6577,1660,1.25,51.08,12.19,17.11,PULSE
16.17,80.91,6.71,0.59,22.1,190,5984,1794,4.04,80.82,15.24,30.34,PULSE
16.17,80.91,7.98,0.63,16.68,90,4890,1431,1.59,36.06,9.28,16.35,PULSE
16.17,80.9,7.44,1.17,31.75,125,6272,1293,1.36,55.98,12.92,24.4,PULSE
16.17,80.91,8.12,0.64,10.39,152,6969,1431,1.29,34.19,9.85,10.04,PULSE
16.17,80.91,8.12,0.65,14.42,91,5494,1353,0.66,29.26,9.15,13.34,PULSE
16.17,80.92,7.3,0.93,12.63,122,6335,1643,1.16,57.44,15.52,19.26,PULSE
16.17,80.92,6.22,0.69,15.86,97,4369,1346,1.17,110.14,13.71,36.94,PULSE
16.17,80.92,7.12,0.51,27.94,115,5468,1592,1.06,71.22,13.71,22.4,PULSE
16.16,80.93,7.07,0.98,12.23,135,5807,1526,1.16,47.03,13.39,29.45,MAZI
16.16,80.93,7.61,1.0,34.74,182,5083,1566,2.04,45.71,14.41,26.54,PULSE
16.17,80.91,7.71,0.76,21.89,186,7062,1489,1.25,46.01,13.97,15.37,PULSE
16.16,80.92,7.3,0.28,41.56,151,6162,1769,1.34,42.95,10.77,27.15,MAZI
16.15,80.92,7.26,1.0,24.16,170,5774,1460,1.35,53.4,10.61,26.48,PULSE
16.15,80.93,7.71,1.21,8.49,201,6466,1999,0.99,35.45,11.38,13.46,PULSE
16.15,80.93,7.94,0.99,25.42,438,5440,1722,2.13,50.11,13.41,15.51,PULSE
16.15,80.92,6.99,1.19,13.55,154,5844,1407,1.81,56.01,13.09,23.47,PULSE
16.16,80.99,7.31,3.0,23.27,208,5833,2106,0.6,46.06,12.38,15.56,Black gram
16.16,80.99,7.21,4.05,44.89,228,6098,1996,1.2,62.08,11.0,26.16,Black gram
16.15,80.98,7.55,3.2,9.83,115,5515,2031,0.44,18.28,5.6,10.38,Black gram
16.17,80.99,6.81,4.16,36.91,209,5659,1777,1.06,47.18,10.06,42.74,Black gram
16.16,80.97,7.0,5.1,20.28,249,5622,2037,1.3,67.7,13.08,64.04,Black gram
16.14,80.99,7.23,2.77,32.6,232,5950,2149,0.84,49.36,12.86,20.34,Black gram
16.16,80.97,6.38,1.51,34.32,288,6237,2304,1.88,99.76,14.16,64.3,Maize
16.16,80.97,7.13,0.87,28.69,183,4841,1727,1.7,58.06,10.16,20.14,Black gram
16.16,80.99,6.75,5.56,28.63,205,6008,2322,1.26,57.58,11.8,37.1,Maize
16.17,80.99,7.36,1.2,22.99,148,5355,1779,0.76,41.62,8.74,14.34,Black gram
16.17,80.99,6.82,6.1,32.54,229,6348,2463,1.22,69.86,13.18,30.32,Black gram
16.17,81.01,7.4,1.1,61.92,203,5181,1622,1.48,66.84,10.82,27.32,Maize
16.16,81.01,6.6,0.8,105.72,506,4690,1543,3.34,147.42,13.04,57.26,Black gram
16.16,81.0,7.83,0.42,12.59,167,5452,1631,0.62,30.72,6.96,17.66,Black gram
16.16,81.0,7.32,0.55,20.83,189,5339,1766,0.92,54.78,10.62,21.54,Black gram
16.15,80.99,7.38,0.42,10.89,157,4862,1652,0.46,33.34,7.7,18.94,Black gram
16.16,80.98,7.7,0.45,12.75,204,5315,1798,0.7,30.0,8.96,14.0,Black gram
16.16,80.98,7.35,0.61,54.33,255,4666,1969,2.06,58.6,9.04,24.56,Black gram
16.17,80.92,7.2,0.62,13.71,91,6081,1620,0.9,62.06,11.77,44.15,PULSE
16.17,80.93,7.5,0.83,18.41,126,6129,1582,3.04,47.19,13.36,34.1,PULSE
16.18,80.93,7.92,0.44,28.82,249,6254,1877,1.31,49.89,12.93,42.46,PULSE
16.17,80.93,7.3,0.52,17.31,132,6313,1816,2.35,60.18,12.7,39.11,PULSE
16.17,80.93,7.46,0.8,43.01,166,5928,1701,2.77,70.22,15.77,30.47,PULSE
16.18,80.92,7.39,0.38,22.37,126,5335,1378,0.89,65.88,12.4,37.71,PULSE
16.18,80.92,8.0,0.5,14.21,189,5729,1426,1.68,43.96,12.41,29.71,PULSE
