Latitude,Longitude,Soil_type,Crop_type,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Avail_Cu,Avail_Mn
14.84,79.06,Red,Cotton,8.7,1.56,0.3,11.0,131,1738,306,89.33,0.63,2.14,22.63,1.85,11.74
14.84,79.05,Red,Paddy,7.85,0.47,0.4,25.68,54,869,267,11.48,1.07,0.9,35.78,1.09,2.27
14.84,79.06,Red,Cotton,9.55,2.55,0.34,22.13,126,1039,197,81.24,0.86,3.69,44.12,2.32,12.48
14.84,79.08,Red,Paddy,8.5,1.14,0.4,25.59,93,1704,356,11.46,0.59,1.72,17.61,1.35,8.15
14.84,79.05,Red,Cotton,8.45,0.51,0.55,32.36,79,1287,284,15.24,0.99,1.81,20.41,1.28,7.34
14.86,79.06,Red,Paddy,8.2,1.63,0.37,17.81,94,1703,353,24.91,0.4,1.73,9.54,0.93,9.65
14.84,79.06,Red,Cotton,8.15,0.22,0.29,4.55,141,1289,250,5.89,0.34,0.83,3.43,1.15,20.03
14.83,79.06,Red,Paddy,8.15,0.32,0.28,13.08,177,998,136,9.36,0.7,0.71,4.99,1.37,23.29
14.84,79.05,Red,Cotton,8.4,0.68,0.5,36.75,76,1236,270,18.35,1.24,1.82,26.95,1.5,4.44
14.84,79.07,Red,Paddy,8.01,0.58,0.42,17.33,124,1679,352,7.33,0.47,1.29,3.44,0.81,17.29
14.84,79.06,Red,Cotton,8.37,0.8,0.47,16.44,128,2110,497,43.52,1.19,2.3,21.38,1.89,21.16
14.84,79.06,Red,Paddy,8.21,0.11,0.32,22.37,76,2154,276,2.8,0.54,0.52,4.57,1.44,6.41
14.84,79.06,Red,Paddy,8.34,0.28,0.35,19.86,101,1723,391,7.93,0.55,1.43,11.0,1.19,15.17
14.84,79.05,Red,Paddy,8.5,0.22,0.4,7.07,126,2932,376,10.16,0.41,0.98,9.75,2.0,12.8
14.85,79.07,Red,Paddy,8.25,0.29,0.32,4.09,169,2873,366,5.83,0.36,0.66,4.4,1.13,19.34
14.85,79.07,Red,Paddy,7.5,0.17,0.2,3.38,167,1011,132,7.91,0.28,0.44,3.53,0.89,13.95
14.85,79.06,Red,Paddy,8.76,0.79,0.36,12.13,90,2236,415,12.76,0.68,2.24,5.86,1.44,11.72
14.85,79.06,Red,Paddy,8.52,0.81,0.52,19.65,94,1746,466,25.6,1.01,2.42,41.6,2.03,7.66
14.85,79.06,Red,Paddy,8.06,1.76,0.36,20.05,123,1710,481,37.9,0.65,2.0,22.57,1.63,16.51
14.86,79.06,Red,Paddy,8.46,0.51,0.56,21.81,97,1988,476,8.22,0.87,1.73,28.9,1.8,8.38
14.85,79.08,Red,Paddy,8.4,0.15,0.15,1.97,89,2696,256,2.0,0.31,0.38,4.05,1.7,11.83
14.86,79.06,Red,Paddy,8.75,0.27,0.33,7.16,171,1934,313,10.7,0.44,1.3,5.58,0.8,8.35
14.85,79.07,Red,Cotton,7.81,0.08,0.17,1.06,64,762,154,3.03,0.25,0.49,4.34,0.88,11.82
14.85,79.07,Red,Paddy,6.05,0.13,0.22,1.6,71,776,173,5.2,0.27,0.3,14.41,1.1,22.62
14.85,79.07,Red,Paddy,8.3,0.15,0.22,1.31,76,2647,176,2.19,0.29,0.36,3.78,1.61,10.61
14.85,79.07,Red,Paddy,8.07,0.12,0.22,1.28,114,2446,233,2.82,0.31,0.35,3.98,1.18,12.8
14.85,79.06,Red,Cotton,8.05,1.11,0.47,13.28,123,1996,460,25.86,2.58,2.54,25.29,1.9,8.14
14.85,79.07,Red,Cotton,6.37,0.09,0.18,1.68,70,772,171,3.24,0.48,0.28,15.16,1.78,25.35
14.85,79.06,Red,Cotton,7.31,0.1,0.25,1.53,90,696,159,3.98,0.42,0.46,5.87,1.11,12.89
14.85,79.07,Red,Paddy,7.7,0.36,0.36,32.09,138,990,213,10.44,0.96,0.67,11.39,1.39,11.28
14.85,79.07,Red,Cotton,7.32,0.1,0.4,1.78,55,1260,131,6.66,0.37,0.69,5.68,1.07,12.09
14.85,79.07,Red,Paddy,6.58,0.05,0.23,1.36,93,442,113,3.65,0.24,0.33,8.94,0.77,26.46
14.85,79.06,Red,Paddy,8.46,0.42,0.43,13.75,119,2211,374,9.15,0.48,1.65,8.66,1.32,13.12
14.85,79.06,Red,Paddy,7.9,1.66,0.34,7.41,69,1509,405,25.74,0.61,1.92,15.7,1.25,12.23
14.87,79.06,Red,Cotton,8.4,0.86,0.52,39.1,93,1783,445,27.27,0.79,2.09,24.5,1.58,8.04
14.87,79.06,Red,Cotton,8.17,1.61,0.44,20.99,123,1948,422,34.77,2.58,2.22,23.58,1.59,19.17
14.87,79.06,Red,Cotton,8.32,0.55,0.52,20.8,67,1624,379,24.27,0.75,1.82,40.94,1.69,7.45
14.86,79.05,Red,Paddy,9.89,1.57,0.17,11.51,79,1239,81,87.34,0.3,1.93,12.29,1.44,12.97
14.87,79.05,Red,Cotton,8.62,0.18,0.28,5.1,63,1470,235,4.05,0.23,1.05,5.38,0.68,7.57
14.88,79.05,Sandy,Paddy,8.41,0.62,0.5,19.88,210,2150,291,56.26,1.24,1.07,29.82,2.14,11.58
14.88,79.05,Black,Paddy,8.35,0.24,0.52,19.41,126,1977,410,7.41,1.0,1.3,9.98,1.41,21.73
14.88,79.05,Black,Paddy,8.31,0.33,0.55,22.69,139,2245,444,16.32,0.79,1.24,9.47,1.64,19.82
14.88,79.05,Black,Paddy,8.16,0.17,0.34,4.5,162,2060,502,10.11,0.29,0.89,14.92,1.77,10.8
14.89,79.06,Black,Paddy,8.4,0.34,0.32,6.43,139,2124,514,17.07,0.35,1.01,12.62,1.47,10.07
14.88,79.05,Black,Paddy,7.84,0.35,0.49,14.67,137,2260,351,17.74,0.65,1.03,19.11,2.31,28.44
14.89,79.06,Black,Paddy,8.41,0.41,0.44,11.05,116,3063,442,7.27,0.56,1.55,10.96,1.42,10.14
14.89,79.06,Black,Paddy,8.27,0.6,0.38,8.12,88,2827,331,8.56,0.41,1.43,8.41,1.18,11.97
14.88,79.05,Black,Paddy,8.8,0.64,0.38,12.53,106,2543,466,21.51,0.41,1.44,19.06,2.19,14.88
14.89,79.06,Black,Paddy,8.48,0.49,0.12,2.27,77,1843,166,18.22,0.2,0.43,3.24,0.41,8.39
13.94,78.82,Red,Groundnut,8.18,0.07,0.27,5.44,72,804,290,1.12,0.31,0.32,3.18,0.7,7.05
13.94,78.82,Red,Groundnut,7.89,0.08,0.47,20.76,114,598,204,2.53,0.86,0.37,3.77,0.41,5.28
13.94,78.82,Red,Groundnut,7.16,0.08,0.38,10.73,181,574,209,2.48,1.85,0.25,5.42,0.71,5.18
13.94,78.82,Red,Groundnut,5.15,0.13,0.32,17.27,185,286,97,5.47,1.11,0.16,28.29,1.25,15.15
13.94,78.84,Red,Groundnut,8.16,0.1,0.69,11.97,134,1825,504,4.41,0.26,0.86,10.23,1.31,1.56
13.93,78.82,Red,Groundnut,6.55,0.07,0.39,13.73,129,511,199,2.49,0.66,0.24,7.94,0.31,6.1
13.92,78.82,Red,Groundnut,6.6,0.07,0.22,10.64,110,294,96,2.83,1.01,0.08,9.24,0.68,5.88
13.92,78.82,Red,Groundnut,6.2,0.04,0.25,6.42,61,326,107,1.59,0.86,0.13,7.47,0.37,5.09
13.93,78.82,Red,Groundnut,6.42,0.06,0.35,3.07,67,827,494,2.89,0.32,0.21,9.28,0.99,9.93
13.93,78.82,Red,Groundnut,6.98,0.06,0.55,4.34,69,663,268,3.47,0.33,0.68,20.1,0.56,8.25
13.93,78.82,Red,Groundnut,6.07,0.04,0.35,3.84,66,432,181,2.15,0.31,0.23,22.99,0.62,11.72
13.92,78.82,Red,Groundnut,8.45,0.12,0.48,13.34,165,1164,444,2.22,0.57,0.16,2.67,0.92,3.72
13.94,78.84,Red,Groundnut,8.35,0.15,0.65,29.19,68,1799,562,4.08,0.64,0.83,4.93,1.17,6.82
13.94,78.82,Red,Groundnut,6.53,0.08,0.15,5.7,49,367,132,2.67,0.37,0.23,8.77,0.68,9.94
14.57,79.37,Red,Groundnut,9.68,1.12,0.42,8.32,177,2517,308,43.7,0.61,3.29,8.51,1.38,21.28
14.57,79.37,Red,Redgram,6.5,0.04,0.06,5.04,27,310,122,2.06,0.28,0.04,10.6,0.79,7.8
14.57,79.39,Red,Groundnut,8.39,0.1,0.07,3.54,22,745,164,1.1,0.11,0.08,3.36,0.39,1.59
14.57,79.39,Red,Groundnut,5.58,0.03,0.09,1.42,18,224,80,1.19,0.1,0.15,7.43,0.42,3.5
14.58,79.39,Red,Groundnut,8.37,0.1,0.14,4.85,84,1518,176,0.73,0.18,0.21,3.23,0.44,3.92
14.58,79.39,Red,Groundnut,8.35,0.1,0.18,7.74,49,1342,189,1.02,0.27,0.14,3.56,0.9,3.71
14.57,79.39,Red,Groundnut,8.4,0.1,0.16,9.11,51,1669,264,1.35,0.17,0.21,3.77,0.54,2.72
14.58,79.38,Red,Groundnut,7.25,0.05,0.24,8.06,41,717,226,1.36,0.22,0.22,5.71,0.5,4.55
14.58,79.39,Red,Groundnut,8.25,0.05,0.02,7.76,18,232,109,1.1,0.34,0.14,3.75,0.35,3.29
14.59,79.39,Red,Groundnut,6.32,0.09,0.31,8.39,104,392,160,2.35,0.63,0.26,11.04,0.57,10.46
14.58,79.38,Red,Groundnut,7.95,0.06,0.13,4.45,52,572,110,0.82,0.17,0.13,2.9,0.43,3.77
14.57,79.37,Red,Groundnut,6.05,0.05,0.09,6.79,32,181,75,1.95,0.34,0.03,7.21,0.33,6.19
14.57,79.37,Red,Groundnut,5.58,0.03,0.13,4.85,29,312,93,2.34,0.24,0.13,15.07,0.59,8.03
14.6,79.38,Red,Groundnut,7.29,0.09,0.72,18.32,227,783,208,3.36,0.62,0.68,3.92,0.44,4.84
14.58,79.37,Red,Redgram,7.86,0.06,0.34,13.21,97,1312,208,2.14,0.32,0.37,4.07,0.47,4.09
14.58,79.39,Red,Groundnut,5.6,0.03,0.14,19.73,29,248,47,1.41,0.33,0.08,14.59,0.38,4.15
14.59,79.37,Red,Redgram,7.6,0.06,0.31,13.56,72,707,262,1.28,0.48,0.26,4.29,0.44,6.13
14.6,79.39,Red,Groundnut,5.95,0.05,0.31,5.78,74,366,121,1.6,0.55,0.13,10.49,0.46,8.88
14.58,79.39,Red,Redgram,5.66,0.04,0.18,4.89,56,271,99,1.7,0.33,0.11,15.13,0.48,10.66
14.58,79.37,Red,Groundnut,6.75,0.1,0.4,11.81,175,687,210,4.1,0.4,0.2,5.86,0.58,7.59
14.59,79.38,Red,Groundnut,7.75,0.09,0.37,9.38,80,1015,340,2.4,0.96,0.35,4.46,0.56,5.03
14.59,79.38,Red,Groundnut,7.02,0.08,0.33,14.47,140,379,139,2.81,1.02,0.26,6.79,0.43,6.03
14.59,79.37,Red,Groundnut,6.9,0.05,0.27,3.79,73,798,178,2.27,0.25,0.28,4.7,0.59,6.33
14.58,79.38,Red,Groundnut,6.86,0.02,0.2,3.19,36,575,173,0.79,0.21,0.14,6.44,0.53,6.43
14.6,79.39,Red,Groundnut,7.9,0.06,0.11,12.17,31,508,159,1.33,0.3,0.24,3.71,0.47,2.04
14.58,79.37,Red,Tomato,8.03,0.64,0.78,36.1,193,2793,319,46.09,0.96,1.94,24.08,1.91,16.36
14.59,79.36,Red,Groundnut,8.32,1.03,0.92,38.8,263,2580,394,88.7,1.01,3.23,27.8,2.4,18.48
14.57,79.37,Red,Tomato,8.0,0.83,1.03,49.74,426,2883,413,61.8,1.28,2.33,21.78,1.9,17.8
14.59,79.36,Red,Groundnut,8.15,0.71,0.69,22.07,228,2906,384,73.38,0.9,1.65,17.8,1.99,26.41
14.58,79.36,Red,Groundnut,8.01,0.63,0.9,16.39,279,2554,479,39.4,0.71,1.67,16.36,1.46,20.98
14.59,79.37,Red,Groundnut,8.12,0.43,0.29,15.69,192,2468,299,13.12,0.77,1.76,6.46,0.97,15.56
14.59,79.36,Red,Light Black,8.73,0.35,0.31,5.6,76,2005,307,10.93,0.83,1.42,25.54,1.33,28.39
14.59,79.35,Red,Groundnut,8.83,0.41,0.19,3.09,137,2833,659,40.16,0.47,1.39,8.6,1.3,14.57
14.55,79.36,Red,Groundnut,8.85,0.47,0.4,11.83,105,2302,426,33.05,1.13,1.73,58.19,1.84,30.1
14.58,79.36,Red,Tomato,8.52,0.41,0.59,18.13,142,2648,380,25.99,0.75,1.55,25.97,1.93,18.49
13.88,78.79,Red,Tomato,6.64,0.07,0.24,50.6,101,496,166,2.73,1.86,0.33,10.28,1.08,11.13
13.86,78.78,Red,Tomato,6.9,0.07,0.12,30.35,48,736,119,3.14,1.26,0.41,3.42,0.55,5.45
13.86,78.78,Red,Groundnut,6.88,0.07,0.12,22.61,51,843,131,2.82,0.43,0.36,4.18,0.57,6.4
13.88,78.79,Red,Tomato,6.95,0.07,0.18,29.52,53,874,138,3.68,0.53,0.49,4.38,0.59,7.23
13.88,78.79,Red,Groundnut,7.3,0.06,0.19,19.3,99,507,130,1.55,0.68,0.31,9.69,0.67,7.03
13.89,78.79,Red,Groundnut,6.85,0.05,0.2,26.94,74,735,195,2.24,0.73,0.3,8.58,0.83,6.08
13.88,78.79,Red,Groundnut,7.3,0.07,0.37,20.08,87,876,224,2.52,1.12,0.35,4.74,1.19,6.99
13.88,78.79,Red,Groundnut,7.45,0.08,0.46,16.93,131,1061,262,4.1,0.64,0.58,2.67,0.76,5.86
13.89,78.79,Red,Tomato,7.78,0.14,0.59,52.25,142,1901,337,7.48,1.22,0.9,3.3,1.2,10.36
13.88,78.79,Red,Groundnut,5.85,0.03,0.23,13.07,88,418,134,2.01,0.81,0.34,13.09,0.44,9.51
13.86,78.78,Red,Groundnut,5.92,0.02,0.21,8.62,107,373,111,1.47,0.57,0.25,13.16,0.64,10.35
13.88,78.79,Red,Tomato,5.6,0.05,0.22,7.06,81,402,124,6.31,0.74,0.21,14.65,0.67,12.11
13.86,78.78,Red,Tomato,8.21,0.09,0.27,11.39,89,2751,331,2.36,0.34,0.42,3.93,1.3,5.08
13.87,78.77,Red,Tomato,7.02,0.12,0.76,86.82,261,1743,580,7.42,4.17,1.16,41.0,2.93,22.18
13.88,78.79,Red,Tomato,7.27,0.09,0.35,34.98,128,585,187,4.35,1.82,0.5,4.09,1.08,7.45
13.86,78.78,Red,Tomato,7.36,0.05,0.09,21.0,62,447,159,2.07,0.44,0.22,3.73,0.61,6.89
13.87,78.77,Red,Tomato,5.95,0.02,0.15,7.83,69,368,107,1.24,0.41,0.13,10.72,0.57,12.33
13.89,78.79,Red,Tomato,6.71,0.05,0.32,23.13,104,1533,366,3.41,0.66,0.45,6.93,1.05,13.46
13.88,78.79,Red,Tomato,5.66,0.03,0.28,12.46,116,364,119,2.64,0.78,0.33,18.25,0.61,13.39
13.86,78.78,Red,Tomato,8.11,0.1,0.32,17.84,126,1026,261,3.64,1.95,0.52,2.93,1.48,6.65
14.52,79.24,Black,Mango,8.75,0.2,0.59,22.26,188,1859,839,8.4,1.03,1.41,6.57,1.01,1.55
14.54,79.26,Red,Groundnut,6.16,0.11,0.21,16.07,69,502,118,6.35,0.54,0.11,11.67,0.53,14.94
14.54,79.26,Red,Groundnut,5.62,0.07,0.16,10.81,56,318,98,4.21,0.39,0.39,13.77,0.58,12.16
14.54,79.26,Red,Groundnut,5.53,0.06,0.17,11.67,57,303,94,4.73,0.4,0.21,14.13,0.58,12.49
14.54,79.26,Red,Groundnut,6.25,0.08,0.2,3.3,66,812,136,4.15,0.26,0.47,7.78,0.65,16.4
14.54,79.26,Red,Groundnut,7.65,0.09,0.23,3.48,53,801,236,1.3,0.22,0.29,4.68,0.76,8.84
14.54,79.25,Red,Tomato,6.71,0.11,0.38,54.87,145,509,239,5.76,1.63,0.98,10.14,2.98,10.04
14.54,79.26,Red,Groundnut,6.23,0.09,0.24,12.63,64,320,93,3.77,0.71,0.32,7.8,0.58,16.75
14.52,79.23,Red,Groundnut,8.43,0.15,0.25,49.6,62,564,366,5.04,0.31,0.59,3.49,0.69,3.16
14.52,79.24,Black,Groundnut,8.32,0.09,0.52,1.83,103,1893,473,3.45,0.12,0.64,2.18,0.93,2.47
14.54,79.25,Red,Groundnut,8.07,0.08,0.19,15.37,99,596,242,2.72,0.55,0.78,3.58,0.86,4.73
14.53,79.24,Red,Groundnut,8.2,0.1,0.16,18.12,59,1009,241,3.42,0.31,0.35,4.75,0.64,5.33
14.54,79.25,Red,Groundnut,5.44,0.15,0.16,15.37,98,309,117,5.9,0.87,0.32,15.13,0.64,10.1
14.52,79.26,Red,Groundnut,7.95,0.09,0.26,5.28,59,983,243,2.09,0.19,0.45,2.97,0.63,5.54
14.52,79.28,Red,Groundnut,7.11,0.05,0.2,16.27,57,485,102,2.11,0.38,0.27,7.66,0.42,3.14
14.52,79.28,Red,Groundnut,7.53,0.08,0.23,1.3,67,275,160,2.65,0.18,0.6,3.15,0.52,6.84
14.54,79.25,Red,Groundnut,7.03,0.06,0.22,7.89,50,283,125,2.04,0.4,0.45,5.04,0.68,10.68
14.54,79.24,Red,Groundnut,7.68,0.19,0.26,29.66,241,873,183,8.19,0.73,0.55,4.09,0.77,6.54
14.54,79.25,Red,Groundnut,6.7,0.05,0.14,17.22,61,508,175,2.23,0.42,0.22,9.84,0.66,7.07
14.52,79.27,Red,Groundnut,8.76,0.14,0.16,16.2,84,512,130,5.22,0.76,0.55,2.5,0.39,3.33
14.54,79.25,Red,Groundnut,6.12,0.15,0.26,30.15,110,276,100,10.97,1.56,0.33,16.9,0.56,18.87
14.54,79.26,Red,Groundnut,7.77,0.6,0.59,27.4,165,2002,352,17.55,0.61,1.13,3.05,0.72,15.12
14.52,79.24,Red,Groundnut,7.97,0.09,0.36,14.9,86,700,188,2.46,0.4,0.48,2.04,0.33,4.26
14.47,79.24,Red,Groundnut,7.98,0.11,0.48,10.99,149,894,420,5.74,0.67,0.88,5.28,1.02,43.48
14.34,79.24,Red,Groundnut,7.58,0.08,0.21,37.41,57,710,284,3.45,0.44,0.29,9.16,0.98,8.83
14.34,79.24,Red,Mango,8.17,0.06,0.23,10.66,36,739,310,2.08,1.21,0.5,4.47,0.96,10.26
14.34,79.23,Red,Groundnut,8.15,0.11,0.49,11.42,114,1526,459,5.21,0.7,0.75,5.22,0.96,10.86
14.34,79.24,Red,Tomato,7.02,0.09,0.43,20.78,101,806,241,3.87,1.69,0.58,7.38,1.4,17.56
14.48,79.25,Red,Tomato,6.81,0.05,0.2,16.31,109,378,149,3.14,0.63,0.32,10.17,0.75,8.01
14.47,79.25,Red,Cowpea,6.42,0.18,0.2,10.84,219,265,81,6.09,1.08,0.44,8.34,0.55,13.0
14.34,79.23,Red,Groundnut,5.62,0.04,0.2,31.07,37,277,92,3.18,0.85,0.38,14.9,1.08,14.78
14.34,79.23,Red,Groundnut,8.1,0.06,0.19,15.0,30,450,151,2.69,0.63,0.32,3.47,0.49,10.7
14.47,79.24,Red,Cowpea,5.16,0.04,0.26,32.1,48,320,81,3.18,0.97,0.57,22.13,1.08,20.37
14.45,79.24,Red,Groundnut,5.45,0.06,0.21,28.57,81,238,74,5.27,1.16,0.28,19.91,0.88,15.17
14.45,79.24,Red,Groundnut,5.6,0.03,0.23,14.4,32,351,87,2.24,0.86,0.3,16.01,0.87,14.58
14.46,79.24,Red,Cowpea,8.15,0.08,0.24,5.54,52,1878,220,3.86,0.28,0.53,6.08,1.24,7.24
14.47,79.24,Red,Cowpea,6.53,0.05,0.17,13.97,43,664,170,2.98,0.64,0.24,13.48,1.04,13.51
14.46,79.24,Red,Groundnut,6.4,0.05,0.27,22.03,89,363,136,2.64,1.06,0.29,9.98,1.08,15.26
14.17,79.35,Red,Horsegram,8.65,0.62,0.55,12.27,51,873,522,25.9,0.68,1.61,9.37,1.15,2.58
14.17,79.37,Red,Horsegram,8.66,0.59,0.55,11.9,48,874,525,27.63,0.95,1.68,9.18,1.22,2.39
14.17,79.36,Red,Horsegram,8.36,0.21,0.7,18.77,184,2052,636,9.73,0.81,1.48,7.92,1.14,6.55
14.17,79.34,Red,Groundnut,9.27,1.08,0.39,10.76,144,1673,466,140.14,3.08,1.53,23.48,1.71,15.6
14.17,79.34,Red,Groundnut,8.18,0.36,0.64,33.29,122,1499,660,31.1,0.35,1.06,9.07,1.59,5.89
14.15,79.35,Red,Horsegram,7.95,0.75,0.68,15.75,111,2134,478,39.18,0.49,0.84,10.75,2.12,8.36
14.18,79.35,Red,Groundnut,8.65,0.29,0.69,13.38,142,1850,415,8.36,0.56,1.35,11.22,1.53,5.27
14.18,79.36,Red,Horsegram,7.5,0.08,0.21,9.8,59,313,207,2.31,0.38,0.37,4.19,0.88,7.78
14.18,79.36,Red,Mango,8.4,0.48,0.79,14.64,93,1828,474,31.91,4.02,1.21,22.71,2.61,3.09
14.18,79.36,Red,Horsegram,8.55,0.28,0.95,31.41,111,1944,469,9.55,1.05,1.79,25.42,3.2,3.51
14.18,79.35,Red,Mango,9.38,0.44,0.48,10.13,144,1654,395,14.29,0.92,1.68,9.7,1.41,3.52
14.15,79.35,Red,Horsegram,9.38,0.05,0.26,15.43,61,686,388,1.84,0.27,0.22,13.56,1.11,10.66
14.17,79.38,Red,Groundnut,6.38,1.79,0.38,41.6,74,888,328,103.1,0.51,1.75,1.3,0.57,2.07
14.15,79.35,Red,Mango,8.5,0.42,0.35,85.06,97,915,376,22.06,2.28,0.8,4.25,1.08,8.18
14.1,79.36,Red,Mango,7.98,0.26,0.72,23.21,147,1795,349,8.37,0.58,1.57,10.02,1.94,5.05
14.09,79.35,Red,Horsegram,8.12,0.07,0.23,21.33,93,744,365,1.4,0.43,0.52,2.45,0.91,6.14
14.09,79.35,Red,Horsegram,8.2,0.17,0.69,20.01,197,1455,843,6.21,1.13,1.38,5.01,0.86,5.85
14.09,79.35,Red,Groundnut,8.42,0.15,0.34,4.25,92,2356,553,4.0,0.15,0.62,2.84,0.55,6.24
14.09,79.36,Red,Groundnut,8.25,0.2,0.6,40.25,76,1409,631,10.97,0.67,1.1,10.96,2.0,3.68
14.11,79.36,Red,Groundnut,8.47,0.18,0.45,21.63,90,1059,210,6.06,0.49,0.78,2.15,0.57,4.42
14.1,79.35,Red,Horsegram,8.76,1.16,0.74,33.76,171,1692,440,60.29,3.27,2.08,27.11,1.71,5.66
14.1,79.35,Red,Groundnut,8.55,0.39,0.74,10.37,175,2088,466,13.17,0.79,1.33,13.75,1.45,5.19
14.09,79.36,Red,Mango,8.51,0.93,0.91,14.97,151,1861,439,38.17,0.66,1.51,7.16,1.24,1.82
14.15,79.38,Red,Horsegram,8.91,1.09,0.37,14.69,61,1347,273,110.05,1.36,1.41,8.41,1.26,3.38
14.15,79.41,Red,Groundnut,7.12,0.08,0.35,3.8,140,549,147,3.86,0.72,0.39,6.55,0.99,18.78
14.15,79.39,Red,Mango,7.01,0.09,0.36,4.83,124,510,130,4.12,0.75,0.38,6.38,1.02,22.79
14.15,79.4,Red,Horsegram,7.72,0.07,0.29,13.08,103,697,243,2.82,1.16,0.43,4.81,1.24,16.14
14.15,79.37,Red,Horsegram,7.7,0.08,0.33,13.75,104,715,250,3.09,1.2,0.49,4.59,1.33,17.76
14.17,79.37,Red,Mango,7.61,0.07,0.27,13.48,99,693,248,2.53,1.14,0.54,4.54,1.25,15.18
14.14,79.37,Red,Groundnut,8.61,0.12,0.25,4.62,94,1385,214,5.1,0.39,0.8,1.86,0.47,5.24
14.16,79.37,Red,Groundnut,5.78,0.04,0.32,5.78,100,455,125,3.28,0.9,0.31,18.77,2.02,30.61
14.16,79.39,Red,Groundnut,5.8,0.04,0.32,5.79,101,487,134,3.11,0.88,0.23,17.64,1.93,29.9
14.18,79.38,Red,Groundnut,6.41,0.05,0.21,2.7,90,436,105,3.29,0.49,0.32,7.96,1.21,18.05
14.15,79.39,Red,Groundnut,6.42,0.04,0.19,2.74,96,477,109,2.73,0.46,0.28,7.76,1.11,17.81
14.15,79.39,Red,Horsegram,7.82,0.18,0.48,28.42,144,962,286,8.96,1.91,0.89,4.8,1.25,35.32
14.18,79.37,Red,Mango,7.82,0.21,0.56,30.7,141,1081,308,10.97,2.08,1.1,5.27,1.31,23.5
14.18,79.38,Red,Groundnut,7.95,0.28,0.69,53.13,121,1436,370,15.9,2.29,1.3,5.91,1.37,18.62
14.17,79.37,Red,Horsegram,8.5,0.12,0.32,6.4,110,1621,240,4.03,0.41,0.93,2.08,0.53,7.61
14.17,79.38,Red,Groundnut,8.4,0.11,0.27,5.77,113,1569,231,3.38,0.43,0.91,2.14,0.8,7.66
14.18,79.38,Red,Horsegram,8.41,0.1,0.3,5.31,115,1578,235,3.79,0.83,0.95,1.92,0.55,9.76
14.18,79.37,Red,Groundnut,8.46,0.1,0.32,5.03,114,1635,240,3.05,0.45,0.84,1.85,0.53,7.63
14.18,79.36,Red,Horsegram,8.54,0.12,0.25,5.4,107,1582,233,3.31,0.42,0.83,1.87,0.47,6.19
14.17,79.38,Red,Horsegram,8.37,0.11,0.29,5.12,113,1564,234,2.83,0.44,0.87,2.17,0.57,9.14
14.15,79.39,Red,Mango,8.65,0.13,0.31,5.11,109,1587,227,4.18,0.4,0.95,1.65,0.51,7.1
14.16,79.37,Red,Mango,8.55,0.11,0.34,5.16,114,1721,251,4.39,0.4,1.22,1.63,0.47,7.3
14.14,79.4,red,Groundnut,5.98,0.04,0.26,5.26,100,497,140,3.22,0.88,0.26,15.62,1.87,28.3
14.15,79.4,red,Groundnut,8.53,0.11,0.24,5.4,114,1643,234,3.18,0.41,0.88,1.64,0.52,6.92
14.18,79.38,red,Horsegram,8.45,0.12,0.31,4.58,114,1646,240,4.82,0.4,0.97,1.48,0.49,6.42
14.14,79.38,red,Horsegram,8.33,0.11,0.22,4.51,113,1662,252,3.28,0.39,0.99,1.32,0.45,6.99
14.11,78.9,Red,Groundnut,8.44,0.24,0.55,12.92,236,3269,695,18.69,0.38,1.21,4.09,1.58,13.24
14.1,78.85,Red,Groundnut,6.03,0.07,0.32,23.15,127,824,348,3.54,0.73,0.43,16.45,2.52,22.22
14.1,78.89,Red,Horsegram,7.0,0.07,0.37,3.62,135,1677,391,3.58,0.47,0.35,7.16,2.03,22.73
14.17,78.87,Red,Horsegram,8.25,0.5,0.45,12.47,147,2907,804,30.22,0.59,0.91,12.23,2.32,10.74
14.13,78.86,Red,Horsegram,8.37,0.34,0.57,27.55,280,3034,671,35.69,0.48,1.09,4.16,1.36,15.88
14.1,78.89,Red,Horsegram,8.46,0.11,0.3,5.74,109,1577,228,3.88,0.44,0.77,1.61,0.54,7.01
14.1,78.9,Red,Mango,8.4,0.11,0.29,5.45,113,1561,232,3.4,0.4,0.78,1.81,0.54,7.83
14.1,78.9,Red,Mango,8.47,0.11,0.31,4.91,114,1628,244,3.84,0.41,0.75,1.81,0.52,6.75
14.13,78.86,Red,Groundnut,8.35,0.1,0.31,4.74,115,1550,233,3.02,0.43,0.83,1.95,0.56,8.73
14.17,78.87,Red,Mango,6.4,0.04,0.2,2.5,70,576,150,2.48,0.21,0.2,8.9,1.19,11.35
14.16,78.87,Red,Groundnut,5.25,0.04,0.17,2.23,54,248,38,3.35,0.17,0.18,18.1,0.53,7.99
14.17,78.87,Red,Groundnut,6.18,0.15,0.27,12.18,103,897,189,10.21,0.47,0.41,3.45,1.45,8.18
14.14,78.86,Red,Horsegram,7.92,0.06,0.18,5.37,63,883,95,1.91,0.24,0.25,2.77,0.78,4.84
14.13,78.86,Red,Groundnut,4.61,0.05,0.15,2.33,50,149,30,3.19,0.5,0.22,19.95,0.42,5.77
14.13,78.87,Red,Groundnut,5.66,0.03,0.06,3.15,63,455,121,2.31,0.17,0.16,9.62,0.97,13.65
